Feature1,Feature2,Cluster
5.545391924337212,-7.907365360299679,0.0
0.46406314052722014,-5.158694568229373,2.0
5.82523280477274,-8.222993205113683,0.0
0.5885545402092379,-2.643117541742384,2.0
-0.77820256388157,-5.939890531095649,2.0
1.8495059606705708,5.633610362981035,1.0
3.975237186912823,5.404404531179008,1.0
0.6112102007723573,-5.499144643112562,2.0
0.15855822619273577,-3.873520122603093,2.0
0.001456079815851087,-6.667713896748807,2.0
5.150476892805252,-10.94042244613252,0.0
4.318921747516184,-9.021259291912319,0.0
-0.8496066352396775,-6.294887859385348,2.0
1.8176053743330363,4.6630462765072265,1.0
-2.046394856755967,-4.692017254789871,2.0
6.104596068922872,-9.761865322084393,0.0
0.043013634306287615,-5.5317165154309444,2.0
3.889746255425135,3.8118402632007453,1.0
3.9554096884492536,-9.851112776491362,0.0
1.6861235811287103,3.072215537754818,1.0
7.207857267538818,-10.880726875754302,0.0
-1.2103335027884115,-5.009027830589154,2.0
1.0075624126041485,-8.02141733731154,2.0
6.934179581841105,-10.46332441521342,0.0
6.755662747074099,-9.291508240834382,0.0
3.579324648068118,6.031460479441431,1.0
5.431562582455759,-9.7944812655235,0.0
2.760904309237583,6.3845565468796,1.0
2.8327296947707774,6.419370299536122,1.0
5.081257568954222,-11.216133700539169,0.0
5.026691470769517,-10.534629937972902,0.0
3.4172701003416703,3.6937964006107764,1.0
3.331078378080498,5.699916511048946,1.0
1.6972447202495529,-3.8454911393949702,2.0
6.7809550490667725,-10.422333049378027,0.0
-0.7930228078475962,-4.172660815232534,2.0
5.567383658566885,-11.87390927856125,0.0
6.653432194015883,-9.384788692388291,0.0
2.3850171399308224,4.142009676283433,1.0
0.20122765308007226,-4.98152662316955,2.0
1.52872579738574,5.68172636334287,1.0
1.1491811883620484,5.364145566438235,1.0
1.603540391971092,4.036852354382638,1.0
2.851717539697774,5.354211052638236,1.0
7.086291540777541,-9.16948127439055,0.0
3.881198064875295,4.622766441904305,1.0
7.039872173374048,-8.992742632114023,0.0
0.2068669146664405,-5.810403634236189,2.0
1.1315127454332397,-6.553497143013925,2.0
0.24149186515114723,-5.643123966092176,2.0
-0.05854988506905542,-7.37311805582024,2.0
2.1860892653465975,5.914207879222975,1.0
7.808875760642186,-7.848362292010103,0.0
0.7545350232477108,-8.115997450966649,2.0
5.946044293279237,-8.141316164237315,0.0
1.6475235090440548,-5.354466959288991,2.0
6.218690726806495,-10.006007282539816,0.0
0.0011093558596181607,-2.862907364212902,2.0
6.557413356063087,-13.16047713808533,0.0
0.4462114377617678,-6.195407322432501,2.0
5.77794173513328,-10.14992971459459,0.0
2.4760743497126283,3.5975029334828035,1.0
1.3773278377748897,4.828393856560068,1.0
-1.0280187973078416,-4.792240011835708,2.0
-0.22954058521034423,-5.180580181280395,2.0
0.03774318130489239,-3.745281083279562,2.0
4.078688023065659,-10.051434549037744,0.0
4.658457740260722,-9.208364386941163,0.0
6.418811212529637,-11.930375556813775,0.0
-0.11979839570657566,-6.130198827206235,2.0
-0.5683947210502722,-4.918831963570545,2.0
0.9237625752559396,-6.095835979112181,2.0
4.955729548483912,5.31160412138825,1.0
-0.2596862181472913,-4.5504299361129315,2.0
1.756002316545427,-5.335770849216957,2.0
5.253172749702562,-10.065127035194845,0.0
2.6293056531628505,3.959658147118412,1.0
-0.41770123291579725,-4.707092361069053,2.0
-0.7670255695532344,-4.499568958935683,2.0
3.9686415118803566,4.420668588056714,1.0
-1.2665896094191849,-7.133304161429627,2.0
3.254967852302244,2.9857520028842828,1.0
6.274609411036881,-10.529683724308594,0.0
5.347395448081478,-12.143015542989895,0.0
3.373127428749802,-8.85020423781371,0.0
5.291685899901927,-10.019577549382658,0.0
2.9463455351397574,5.2750920402358386,1.0
5.906664851237737,-9.990119817314607,0.0
0.8548738833054736,4.329615412639445,1.0
-0.3119584297190076,-7.017060456168015,2.0
4.073566740610449,4.289705474826916,1.0
2.7501479782303226,4.776391204955753,1.0
5.700769021484511,-9.050795877415553,0.0
1.7827748920010187,6.302767814161914,1.0
0.9122560449228446,-6.089336389719655,2.0
0.4205069073191544,-5.604765382400494,2.0
5.804117399909,-6.623779745090447,0.0
3.198990288601542,-9.852289451735569,0.0
3.196387054364795,4.930576192356595,1.0
1.9716185105750665,5.698504375676692,1.0
3.4984503693193374,3.1363951888240176,1.0
3.313626469698558,5.868846935315346,1.0
0.942206039387965,3.045457215366496,1.0
2.1911973152794433,6.586692791878266,1.0
1.5441129685341033,4.911764248704519,1.0
6.2807636851587265,-8.48303803103667,0.0
4.899581381870902,-9.415636011134652,0.0
-0.9461849605362092,-4.927120597671216,2.0
3.549573635092944,2.93799586137794,1.0
5.051018356530411,-10.003619314672962,0.0
5.071232241807865,-8.567110681985982,0.0
4.268334060714803,-8.351032119232725,0.0
2.2056822468369557,-7.88443088656181,2.0
6.996580562371093,-9.35094507773226,0.0
1.9967578930901357,6.001872158347437,1.0
6.172016034003496,-10.449063685674647,0.0
1.4937697840597606,-3.8272615174422437,2.0
2.755526463416188,6.6705548160806085,1.0
3.809515992335733,3.749304820039362,1.0
5.1009152797759825,-8.849115990980403,0.0
5.368763275059615,-10.161905820970398,0.0
7.808514375045796,-7.491184034804808,0.0
1.4673050754941936,5.685821354728623,1.0
8.300057263196361,-8.484010287799455,0.0
2.6722888705797714,-11.020076186568192,0.0
7.034324437283983,-9.549789359680167,0.0
4.577927128854323,-8.92896320777053,0.0
0.17449387982211706,-6.41346267220415,2.0
-1.54376744074787,-5.767179406186646,2.0
1.316394353958299,2.646518033545323,1.0
4.738676831463412,-11.169498067881717,0.0
1.3581669621817256,-4.772928369844211,2.0
5.105632238926637,-10.244131829738544,0.0
3.276791716489295,6.409298373728132,1.0
-1.9925636955591843,-5.210309383127864,2.0
0.8161982294244732,6.589845463526112,1.0
1.203548714132004,-6.467534643508672,2.0
1.4650824243702973,4.667037301010477,1.0
3.735894527651385,5.29335128072909,1.0
3.993119947341502,5.653300682435578,1.0
1.8665365747634928,5.103052150127143,1.0
0.2517023153162081,5.624726506493753,1.0
-0.6161896606066372,-5.615644939291153,2.0
3.2776769799779317,5.202075108270239,1.0
-1.0996014363885616,-6.196339099167985,2.0
3.7440415363441026,4.989304886903194,1.0
5.352118429944034,-10.48963256570921,0.0
5.0194445700587975,-9.210357089236103,0.0
0.6051685674235939,-6.5794396931465675,2.0
-0.016922039149834547,-6.59156327425166,2.0
-0.5209827946809208,-5.801037417064193,2.0
1.0798374074661155,-5.221773371388358,2.0
5.809640570644388,-9.031877530805907,0.0
-1.2210187349397612,-6.322876857617599,2.0
1.8035615893298615,-6.283393134471586,2.0
2.966502122843496,4.763319063597555,1.0
3.155927610711645,4.528763951047996,1.0
4.778557979735678,-8.735168988900046,0.0
5.7554202022470475,-10.202852919777472,0.0
5.74569706213558,-6.723000215958654,0.0
5.395326461155496,-9.238047968247248,0.0
-3.8751413671437476,-3.748813898180842,2.0
5.7540720494492925,-11.527245910190924,0.0
6.681832293504836,-11.287228247880044,0.0
-0.26723189481278387,-5.618638087599877,2.0
-1.9917927172953007,-4.982142359871007,2.0
1.228580508612401,5.227884621018328,1.0
0.23473652478790336,-7.151804110969154,2.0
1.3961203508333817,-5.798961554441102,2.0
3.9943281422986976,5.422624705258927,1.0
